"variable","hormone1","hormone2","hormone3","hormone4","hormone5","hormone6","hormone7","hormone8","hormone10_generated"
"hormone1",1,0.173939860551222,0.00142894172849449,0.0246382303390386,-0.0656021834726596,-0.0564287981824664,0.0668201556927558,-0.0107416813096216,-0.0200195318098226
"hormone2",0.173939860551222,1,0.092412219444302,-0.00445181250520537,0.0190222280765235,0.0263526364591978,0.167652504604053,0.0105054920148043,0.174365119924558
"hormone3",0.00142894172849449,0.092412219444302,1,0.586740623411011,0.250952551307089,-0.0909729028264618,-0.00681171510971111,0.0303112981472289,0.0404982488371214
"hormone4",0.0246382303390386,-0.00445181250520537,0.586740623411011,1,0.071053529718462,-0.0669869625011587,-0.323091386545063,-0.0308103608732196,-0.139912047816496
"hormone5",-0.0656021834726596,0.0190222280765235,0.250952551307089,0.071053529718462,1,0.0692983514301106,0.144657955318575,0.253699895399957,-0.0113051708418527
"hormone6",-0.0564287981824664,0.0263526364591978,-0.0909729028264618,-0.0669869625011587,0.0692983514301106,1,0.114485668367709,-0.155920569111023,0.0456529472719099
"hormone7",0.0668201556927558,0.167652504604053,-0.00681171510971111,-0.323091386545063,0.144657955318575,0.114485668367709,1,0.0879329597132188,0.189956674880063
"hormone8",-0.0107416813096216,0.0105054920148043,0.0303112981472289,-0.0308103608732196,0.253699895399957,-0.155920569111023,0.0879329597132188,1,-0.0537252694587347
"hormone10_generated",-0.0200195318098226,0.174365119924558,0.0404982488371214,-0.139912047816496,-0.0113051708418527,0.0456529472719099,0.189956674880063,-0.0537252694587347,1
